CustomerID,Age,Gender,Geography,Income,CreditScore,CardType,CreditLimit,OutstandingBalance,AvgMonthlySpend,LatePaymentCount_12m,CashAdvanceCount_12m,RewardPoints,TenureMonths,NumProducts,HasOnlineBanking,HasMobileApp,CustomerServiceCalls_6m,Churn,Churn_Probability,Churn_Prediction,Risk_Level,Churn_Signals,Recommendations
TESTCUST200114,27,Male,USA,196262,751,Gold,143873,50888,14611,2,0,57804,62,5,Yes,No,4,No,0.10666199646579394,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200115,33,Male,USA,127499,493,Silver,321389,462501,78987,2,0,115875,2,2,Yes,Yes,3,No,0.4804243317069404,No,medium,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200116,48,Female,USA,143229,382,Gold,562384,387495,8981,2,5,184244,145,2,Yes,No,1,No,0.3036541514041514,No,medium,None detected,No action needed
TESTCUST200117,59,Female,Australia,214644,569,Silver,148963,131236,75936,2,1,39512,111,3,Yes,Yes,2,No,0.06497464304986371,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200118,38,Male,Canada,189845,725,Gold,241233,101995,61134,4,0,7456,8,4,Yes,No,3,No,0.1897305470328331,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200119,67,Female,USA,198517,575,Silver,160470,242023,71716,2,2,36268,8,2,Yes,Yes,2,Yes,0.5669188246219523,Yes,high,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200120,31,Male,India,31922,744,Silver,546390,51829,21966,3,1,36239,75,3,Yes,No,3,No,0.2556098526367068,No,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200121,56,Female,India,100382,472,Silver,187490,499027,86137,2,0,145799,99,3,Yes,Yes,2,Yes,0.6099497643194215,Yes,high,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200122,73,Male,UK,67248,898,Silver,479422,216762,50625,1,0,149671,106,4,No,No,3,No,0.06447907900888265,No,low,missing_features: Lacks popular value-added services,"[MEDIUM] Recommend additional services: HasOnlineBanking, HasMobileApp; [MEDIUM] Offer free trial of value-add features"
TESTCUST200123,56,Male,UK,160054,510,Silver,268900,525732,33508,1,1,96567,126,3,Yes,No,3,Yes,0.6352305768240518,Yes,high,None detected,No action needed
TESTCUST200124,22,Male,Canada,68014,700,Silver,477334,325810,83493,0,0,115972,63,3,No,Yes,0,No,0.0502381249982383,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200125,68,Female,India,145963,838,Gold,47075,453339,3353,2,1,31890,79,4,Yes,No,3,No,0.2109681275091195,No,low,None detected,No action needed
TESTCUST200126,66,Male,USA,85447,483,Platinum,508511,381290,18872,2,1,55073,29,4,Yes,Yes,2,No,0.08284012364447146,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200127,37,Female,Australia,98483,561,Silver,323025,187440,78739,4,1,230096,5,1,Yes,Yes,4,Yes,0.6599775910364145,Yes,high,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200128,26,Female,UK,153095,632,Silver,78986,355536,27680,1,1,97845,10,5,Yes,Yes,0,No,0.18615309261630483,No,low,low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200129,61,Female,Australia,139126,618,Gold,309798,548105,10310,2,0,114570,110,1,Yes,No,1,No,0.28310313302647794,No,medium,None detected,No action needed
TESTCUST200130,66,Male,UK,171845,520,Gold,64033,529943,66019,1,0,94192,56,1,No,Yes,1,No,0.1687538833715304,No,low,None detected,No action needed
TESTCUST200131,43,Female,Australia,121007,824,Silver,390178,52294,20201,3,2,241505,113,5,Yes,Yes,3,No,0.14467785573316702,No,low,None detected,No action needed
TESTCUST200132,67,Female,Australia,25282,580,Gold,227587,104301,26182,0,1,4633,79,3,Yes,Yes,1,No,0.1231840879749824,No,low,None detected,No action needed
TESTCUST200133,36,Female,UK,96502,400,Platinum,295169,87717,23333,4,0,123451,25,4,Yes,Yes,1,No,0.14580455083517882,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200134,61,Male,UK,80858,543,Silver,373416,450793,8310,2,2,69566,126,1,Yes,Yes,3,No,0.4368599065318864,No,medium,None detected,No action needed
TESTCUST200135,46,Male,Canada,144712,814,Silver,80376,281920,68630,2,2,132419,44,5,Yes,Yes,2,Yes,0.4822324618048352,No,medium,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200136,66,Female,USA,62076,855,Gold,466520,341653,23048,0,2,145776,48,5,No,Yes,2,No,0.026118456128135948,No,low,None detected,No action needed
TESTCUST200137,70,Male,USA,164927,448,Silver,589460,10064,20216,2,2,69991,143,2,Yes,Yes,1,No,0.07363824812977356,No,low,None detected,No action needed
TESTCUST200138,21,Female,Australia,69566,565,Silver,508591,396132,32953,2,1,52078,63,2,Yes,Yes,2,No,0.20674860683199758,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200139,56,Male,Canada,127375,557,Silver,561368,116313,87270,2,2,117908,134,3,Yes,Yes,4,No,0.11017169332775208,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200140,50,Male,UK,137589,616,Platinum,256021,386924,10066,8,0,101262,59,4,No,Yes,1,Yes,0.751476915850056,Yes,critical,high_churn_probability: Model predicts high likelihood of churn,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach
TESTCUST200141,22,Male,UK,152511,596,Silver,51286,397158,41158,4,1,110510,52,5,No,Yes,6,Yes,0.7581939140544168,Yes,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
TESTCUST200142,40,Female,Australia,29669,357,Silver,277604,251399,82584,3,2,87477,57,3,No,Yes,1,No,0.1473636996531733,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200143,25,Female,Canada,45776,504,Silver,448158,64533,85086,2,3,64130,37,2,Yes,Yes,4,No,0.06135945858972665,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200144,51,Male,Australia,203462,777,Silver,361590,131089,38761,0,1,223028,81,2,Yes,Yes,2,No,0.021182937823767633,No,low,None detected,No action needed
TESTCUST200145,28,Female,USA,128786,780,Platinum,30965,407441,24285,1,0,173824,149,2,Yes,Yes,2,Yes,0.5838943643932731,Yes,high,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200146,50,Female,UK,66986,651,Silver,391838,181358,63553,4,2,69584,137,5,Yes,Yes,5,No,0.07722129721453798,No,low,None detected,No action needed
TESTCUST200147,59,Male,Canada,159484,611,Gold,542536,343746,18378,3,3,135244,90,3,No,Yes,1,No,0.0778652460539902,No,low,None detected,No action needed
TESTCUST200148,22,Male,UK,193723,542,Gold,350981,517712,56688,2,3,167478,33,2,Yes,Yes,2,No,0.18293075374629925,No,low,low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200149,73,Female,Australia,215363,352,Silver,260012,229348,31586,0,1,91183,36,5,Yes,No,1,No,0.16632580569858268,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200150,33,Female,Canada,211276,544,Gold,140438,379406,29430,1,3,106677,76,5,No,Yes,1,No,0.09954486118462536,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200151,24,Male,USA,165036,882,Silver,463982,106415,86784,3,0,36024,11,1,No,Yes,6,Yes,0.6066309523809525,Yes,high,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200152,65,Male,Canada,198711,678,Silver,397066,435995,16329,1,0,221995,99,2,No,Yes,2,No,0.23355327109027307,No,low,None detected,No action needed
TESTCUST200153,72,Female,Australia,215047,389,Platinum,586817,339573,3528,1,0,142511,147,4,Yes,Yes,6,No,0.17414425770308126,No,low,None detected,No action needed
TESTCUST200154,28,Female,UK,106501,390,Gold,226785,22715,78179,4,0,61504,124,1,Yes,Yes,2,No,0.06734728867623603,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200155,59,Male,Australia,186285,370,Silver,462927,225705,14140,2,0,233118,118,4,Yes,No,1,No,0.06789163995046349,No,low,None detected,No action needed
TESTCUST200156,45,Male,Canada,39397,368,Silver,338249,409618,40500,2,1,64294,58,2,Yes,Yes,2,No,0.15369932925501936,No,low,None detected,No action needed
TESTCUST200157,27,Female,Canada,103542,661,Platinum,365734,309000,72891,1,0,85785,76,4,Yes,Yes,2,No,0.059489021788611735,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200158,34,Male,Australia,101021,839,Gold,490159,387974,12644,0,1,190797,76,3,Yes,No,1,No,0.21215506663148168,No,low,None detected,No action needed
TESTCUST200159,49,Male,USA,40377,605,Platinum,427662,531739,88226,1,4,232617,124,3,Yes,Yes,5,No,0.22589912280701757,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200160,65,Female,USA,109264,421,Silver,500985,360779,77316,0,2,132507,16,3,Yes,Yes,2,No,0.17613048122191344,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200161,41,Male,India,142037,354,Silver,322448,17844,75724,3,0,157841,30,3,No,Yes,1,No,0.04538663660020825,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200162,57,Female,India,87798,406,Platinum,433961,368344,88892,2,0,194100,102,5,No,Yes,3,No,0.10816137088340191,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200163,69,Male,UK,160042,424,Silver,86923,431823,61564,0,0,238061,17,2,Yes,Yes,1,No,0.21233234944709856,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200164,53,Male,UK,62877,816,Silver,464445,158622,82375,2,0,144863,26,5,Yes,No,2,No,0.051899663184581925,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200165,61,Female,UK,111022,862,Silver,180951,444582,8097,1,0,108439,9,1,Yes,Yes,2,No,0.2023440480738906,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200166,45,Female,UK,70546,606,Silver,496059,318808,3432,1,0,103426,35,4,No,Yes,1,No,0.08292120181405896,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200167,73,Male,India,53641,752,Silver,424272,492002,36928,1,1,149323,113,5,Yes,Yes,2,No,0.3298397421401408,No,medium,None detected,No action needed
TESTCUST200168,66,Male,USA,56838,667,Gold,47103,519892,51615,0,0,178285,48,3,No,Yes,1,No,0.23633867869316785,No,low,None detected,No action needed
TESTCUST200169,34,Male,UK,178600,425,Gold,599054,334439,19696,1,2,64306,15,1,No,Yes,2,No,0.040090648806207455,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200170,29,Male,India,156141,574,Gold,393325,162245,72935,5,1,222286,99,4,Yes,Yes,2,Yes,0.6120116530756065,Yes,high,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200171,35,Female,USA,215271,631,Gold,142470,49644,33042,2,1,125483,104,4,Yes,Yes,3,No,0.08084515377131819,No,low,None detected,No action needed
TESTCUST200172,27,Male,USA,163818,407,Silver,401131,215725,40343,2,3,85387,30,3,Yes,Yes,1,No,0.0796786716265654,No,low,low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200173,22,Female,USA,198901,845,Silver,559636,118553,46753,2,2,194863,114,3,Yes,No,0,No,0.03534434333220987,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200174,51,Male,India,213722,478,Silver,568811,309798,77268,2,2,21349,28,4,No,Yes,6,No,0.11716744928578032,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200175,27,Male,India,54300,525,Platinum,248120,89884,60932,3,0,53381,137,4,Yes,Yes,1,No,0.08116718848766129,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200176,61,Female,Australia,77522,729,Silver,323266,362797,7294,3,0,116402,123,3,Yes,Yes,4,Yes,0.4982806439288963,No,medium,None detected,No action needed
TESTCUST200177,31,Female,Australia,108063,456,Gold,328502,118886,25881,1,3,1015,132,2,No,Yes,0,No,0.06636726195752689,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200178,33,Female,India,25951,622,Silver,170175,428933,52595,1,1,34407,94,2,Yes,Yes,2,No,0.22853074857486103,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200179,33,Female,UK,41196,589,Silver,410143,126261,56278,2,0,144017,65,1,Yes,No,5,Yes,0.2479929911358483,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200180,46,Female,USA,51446,576,Silver,201832,512175,77604,2,1,176614,89,4,Yes,Yes,1,Yes,0.5749245404388847,Yes,high,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200181,63,Male,Australia,118344,720,Silver,450933,129514,19992,0,0,168130,108,1,No,Yes,5,No,0.11193394439462212,No,low,None detected,No action needed
TESTCUST200182,70,Female,Australia,169070,514,Silver,96683,272460,78105,0,1,23211,120,4,Yes,Yes,3,No,0.1307708342511023,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200183,28,Male,USA,53247,681,Silver,247370,372182,28690,0,1,5667,64,4,Yes,Yes,1,Yes,0.23433299445354372,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200184,34,Male,Australia,114939,618,Gold,418506,168240,86507,3,1,155452,107,3,Yes,Yes,3,No,0.05207679252851692,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200185,65,Male,Canada,201891,689,Silver,225435,153114,15612,2,1,69002,15,3,Yes,Yes,1,No,0.05770298546959367,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200186,22,Female,Canada,66619,390,Platinum,362798,58162,18073,1,2,23633,55,5,Yes,Yes,1,No,0.08564865689865692,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200187,62,Male,Australia,159137,726,Gold,246948,8670,49653,2,2,66208,60,2,Yes,Yes,4,No,0.04260736141443662,No,low,None detected,No action needed
TESTCUST200188,35,Male,UK,100866,412,Gold,112862,483501,89940,1,0,38372,52,1,Yes,Yes,1,No,0.10748094338630583,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200189,44,Female,Canada,178890,381,Platinum,376942,152103,41764,2,0,241907,69,4,No,Yes,3,No,0.06288389098094553,No,low,None detected,No action needed
TESTCUST200190,54,Female,UK,165104,739,Gold,321229,366866,63627,1,2,230546,50,4,No,Yes,1,No,0.04611994010310389,No,low,None detected,No action needed
TESTCUST200191,24,Male,India,124676,428,Silver,305473,442407,5694,1,1,45599,82,3,Yes,No,4,No,0.4343876691469336,No,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200192,38,Female,USA,48669,830,Silver,515533,13890,39940,1,0,155380,70,2,Yes,Yes,3,No,0.028506859730746344,No,low,None detected,No action needed
TESTCUST200193,45,Male,Australia,215342,652,Platinum,275007,505485,11834,3,0,35562,110,3,Yes,No,3,Yes,0.6803332525630655,Yes,high,None detected,No action needed
TESTCUST200194,67,Male,Canada,77783,689,Gold,118469,415189,11121,2,1,163800,82,2,Yes,No,2,Yes,0.6300331968042989,Yes,high,None detected,No action needed
TESTCUST200195,44,Male,UK,219558,423,Gold,336965,327998,46539,0,0,110048,109,2,Yes,Yes,2,No,0.12664372832576154,No,low,None detected,No action needed
TESTCUST200196,26,Male,Australia,114639,575,Silver,547499,460549,60936,4,1,55262,20,4,Yes,No,3,Yes,0.641883308791042,Yes,high,low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200197,54,Male,India,58569,374,Silver,303876,260450,31594,2,1,169734,103,1,No,Yes,4,No,0.10009449992059512,No,low,None detected,No action needed
TESTCUST200198,71,Female,India,55346,530,Gold,167031,89417,72684,0,0,204942,97,4,Yes,Yes,2,No,0.10081567650783141,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200199,58,Male,Canada,111221,397,Platinum,412588,395048,86920,1,2,236538,24,1,No,Yes,2,Yes,0.600296265328874,Yes,high,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200200,23,Male,Australia,187803,728,Gold,162522,21010,33226,2,0,160533,96,1,Yes,No,4,No,0.12065467045846794,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200201,39,Male,Australia,210194,562,Silver,88180,256186,76273,1,1,191335,148,5,Yes,Yes,1,Yes,0.20666138621173516,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200202,67,Female,Australia,141882,620,Silver,311939,179112,67412,0,1,249265,7,3,No,No,0,No,0.11079985017262717,No,low,low_tenure: New or short-tenure customer; missing_features: Lacks popular value-added services,"[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Recommend additional services: HasOnlineBanking, HasMobileApp"
TESTCUST200203,66,Female,India,147376,609,Gold,93215,487405,40107,1,1,124905,17,4,Yes,Yes,1,No,0.2039438133158529,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200204,56,Male,India,178884,571,Gold,345143,267182,5895,2,4,158114,132,2,Yes,Yes,3,No,0.06023500156053816,No,low,None detected,No action needed
TESTCUST200205,39,Male,USA,135846,744,Silver,69833,15709,27669,2,1,74608,53,5,Yes,Yes,0,No,0.11148028864885685,No,low,None detected,No action needed
TESTCUST200206,48,Female,India,74402,457,Platinum,241789,406060,9526,2,2,8343,48,5,Yes,No,2,Yes,0.6591934106804445,Yes,high,None detected,No action needed
TESTCUST200207,67,Female,India,80681,848,Gold,150434,448105,54169,3,2,233508,107,5,Yes,Yes,3,No,0.17553801233412028,No,low,None detected,No action needed
TESTCUST200208,30,Female,USA,104783,791,Gold,545852,107751,7962,1,2,64611,65,1,Yes,Yes,1,No,0.022935704239501704,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200209,38,Female,Australia,105646,507,Silver,485882,349502,79915,2,1,168679,85,3,Yes,Yes,6,No,0.23356888810412674,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200210,24,Female,India,88032,384,Gold,305738,268838,27937,2,1,98714,61,2,Yes,No,1,No,0.09256748806748806,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200211,32,Female,USA,157886,825,Silver,222332,422357,12322,2,1,18220,34,3,Yes,No,1,No,0.17469956958588426,No,low,low_tenure: New or short-tenure customer; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200212,47,Female,Australia,213515,827,Gold,395053,8026,70113,0,3,147518,36,3,Yes,Yes,2,No,0.03358732845507942,No,low,high_cost: High charges in AvgMonthlySpend; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
TESTCUST200213,49,Female,UK,36358,362,Silver,121007,120970,19250,2,1,209855,93,3,Yes,Yes,2,Yes,0.2214474045634157,No,low,None detected,No action needed
TESTCUST200214,32,Male,USA,212262,466,Silver,147650,450104,5830,2,5,159595,83,2,Yes,Yes,3,Yes,0.7330671571220535,Yes,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
TESTCUST200215,31,Male,USA,120055,886,Gold,195389,375454,6501,1,0,100331,125,2,Yes,Yes,1,No,0.14640080429638422,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200216,24,Female,Australia,81664,355,Silver,292076,378164,45573,3,3,143778,93,2,Yes,Yes,2,No,0.296651075519016,No,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200217,66,Female,Canada,28235,704,Silver,519918,299138,38271,0,0,213031,74,1,Yes,Yes,4,No,0.05756270799268573,No,low,None detected,No action needed
TESTCUST200218,44,Female,UK,65200,493,Silver,542413,415655,49137,1,1,139968,29,4,No,Yes,2,No,0.16663926872527274,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200219,46,Female,India,105322,533,Silver,590208,383202,36196,3,1,62936,128,4,Yes,Yes,3,No,0.1950956936090627,No,low,None detected,No action needed
TESTCUST200220,48,Female,Canada,126435,852,Silver,272257,426439,42494,1,0,16249,57,1,Yes,Yes,2,Yes,0.5284610752736187,Yes,high,None detected,No action needed
TESTCUST200221,67,Male,Australia,82251,800,Gold,589007,421850,8058,1,1,25141,53,5,No,Yes,1,No,0.12400419855790702,No,low,None detected,No action needed
TESTCUST200222,24,Female,Australia,82288,517,Silver,91330,521989,28150,3,0,59082,39,5,Yes,Yes,2,No,0.1655681668655892,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
TESTCUST200223,56,Male,Australia,47397,459,Gold,250601,320507,27957,1,1,62977,53,3,Yes,Yes,4,Yes,0.14235711381841562,No,low,None detected,No action needed
TESTCUST200224,35,Female,Canada,82408,708,Silver,575748,82270,8109,3,1,5813,132,2,Yes,Yes,2,No,0.07388946125620502,No,low,None detected,No action needed
TESTCUST200225,42,Male,Australia,204738,546,Silver,381140,303125,41927,0,2,232620,73,3,Yes,Yes,1,No,0.03981310543588245,No,low,None detected,No action needed
TESTCUST200226,69,Female,UK,49222,699,Platinum,290330,224933,84616,1,0,186872,70,1,Yes,Yes,0,No,0.11216397996206708,No,low,high_cost: High charges in AvgMonthlySpend,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
TESTCUST200227,44,Female,Canada,102122,844,Platinum,510158,292195,31578,0,5,64151,140,5,Yes,Yes,1,No,0.07891723356009071,No,low,None detected,No action needed
TESTCUST200228,44,Male,UK,69754,713,Platinum,568523,105334,11464,5,4,198173,83,4,Yes,No,5,No,0.18194444444444446,No,low,None detected,No action needed
TESTCUST200229,57,Female,UK,215752,865,Silver,298968,460544,63387,2,2,34691,94,3,Yes,Yes,0,No,0.11135223579737204,No,low,None detected,No action needed
TESTCUST200230,25,Male,Australia,37677,569,Silver,136791,111945,17020,3,1,191081,76,2,No,Yes,2,No,0.10400494763807455,No,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
